0.84, -0.33, -0.56, 45.68, 26.87, 23.44
0.72, -0.22, -0.73, 44.03, 23.45, 24.21
0.62, -0.50, -0.79, 43.80, 26.93, 25.54
0.53, -0.71, -0.42, 43.19, 44.96, 18.59
0.25, -1.00, 0.16, 35.42, 57.50, -2.51
0.10, -0.61, 0.90, 31.16, 46.29, -22.75
0.09, 0.06, 0.97, 30.42, 23.18, -28.81
0.10, 0.63, 0.75, 31.18, 5.51, -19.68
0.41, 0.78, 0.41, 40.12, 1.20, -3.06
0.66, 0.68, -0.02, 48.35, 10.55, 9.23
0.79, 0.57, -0.17, 51.35, 24.21, 12.76
0.93, -0.01, -0.23, 51.14, 37.78, 7.21
0.96, -0.20, 0.11, 47.16, 44.35, -8.29
0.88, -0.06, 0.52, 43.18, 38.68, -19.85
0.79, -0.08, 0.53, 39.21, 26.54, -23.07
0.63, 0.45, 0.53, 36.87, 16.67, -23.39
0.38, 0.55, 0.81, 32.36, 19.85, -27.65
0.35, 0.38, 0.71, 30.58, 21.13, -29.25
0.16, 0.64, 0.81, 31.74, 18.35, -25.98
0.17, 0.55, 0.79, 32.98, 16.06, -25.22
0.14, 0.36, 0.96, 34.17, 16.63, -26.04
0.27, 0.39, 0.79, 37.38, 15.53, -22.22
0.49, 0.12, 0.93, 40.82, 13.35, -17.72
0.71, 0.26, 0.56, 44.52, 8.62, -11.67
0.91, 0.24, 0.01, 47.06, 8.29, 2.28
0.89, 0.14, -0.55, 45.32, 12.77, 17.49
0.90, 0.02, -0.48, 42.94, 25.55, 26.43
0.88, -0.37, -0.10, 43.53, 41.26, 22.34
0.84, -0.40, 0.05, 45.41, 50.50, 6.68
0.77, -0.44, 0.39, 44.86, 46.41, -9.28
0.59, 0.10, 0.71, 43.29, 34.00, -18.88
0.40, 0.45, 0.74, 39.48, 20.81, -22.20
0.27, 0.88, 0.34, 37.26, 4.57, -12.39
0.09, 0.86, -0.07, 32.06, -3.70, 4.83
-0.44, 0.80, -0.51, 11.94, 3.37, 26.83
-0.90, 0.19, -0.34, -6.21, 14.18, 26.73
-0.90, -0.26, -0.16, -18.03, 20.96, 12.85
-0.88, -0.38, 0.51, -19.75, 28.15, -3.63
-0.57, -0.23, 0.75, -12.50, 28.49, -17.76
-0.23, 0.08, 0.97, 1.07, 17.30, -25.85
0.30, 0.34, 0.73, 22.49, 5.43, -22.53
0.64, 0.50, 0.57, 35.12, 3.53, -15.37
0.81, 0.49, 0.02, 43.95, 6.35, -5.93
0.90, 0.08, -0.08, 48.56, 11.90, 6.63
0.82, 0.22, -0.62, 46.88, 15.11, 17.19
0.62, -0.88, -0.15, 41.64, 45.96, 19.91
0.46, -0.52, 0.69, 37.01, 54.91, -7.93
0.64, -0.04, 0.80, 39.70, 43.59, -18.05
0.80, 0.17, 0.58, 45.07, 37.46, -16.85
0.97, 0.08, 0.20, 47.85, 33.36, -13.15
0.98, -0.03, 0.14, 46.94, 33.81, -15.43
0.90, -0.30, 0.32, 44.29, 33.00, -19.80
0.72, -0.31, 0.53, 39.83, 35.05, -23.12
0.46, -0.52, 0.58, 34.28, 35.71, -27.06
0.05, -0.35, 0.82, 22.42, 30.99, -31.46
-0.38, -0.13, 1.01, 11.32, 24.83, -30.97
-0.73, -0.29, 0.48, -5.99, 34.30, -23.69
-0.86, -0.12, 0.33, -12.15, 47.61, -9.94
-0.67, -0.21, -0.46, -10.56, 45.14, 20.19
0.00, -0.06, -0.97, 12.23, 40.94, 33.20
0.63, 0.28, -0.71, 34.12, 32.21, 32.25
0.95, 0.26, -0.39, 48.05, 30.27, 18.81
0.93, -0.17, 0.20, 50.35, 38.84, 6.32
0.77, -0.42, 0.80, 41.58, 50.77, -5.69
0.42, -0.48, 0.80, 26.45, 54.08, -18.43
0.49, -0.47, 0.80, 27.58, 43.96, -25.78
0.69, -0.13, 0.72, 32.36, 23.10, -26.89
0.62, -0.05, 0.77, 37.77, 19.38, -23.72
0.33, 0.07, 1.02, 33.00, 22.40, -28.33
0.07, 0.06, 1.03, 26.40, 16.24, -28.66
-0.19, 0.32, 0.92, 19.19, 7.15, -24.85
-0.48, 0.48, 0.62, 6.43, 2.92, -20.25
-0.87, -0.06, 0.60, -11.61, 19.67, -17.53
-0.79, -1.05, 0.33, -14.55, 41.87, -12.23
-0.23, -0.87, -0.51, -0.23, 61.13, 5.77
0.10, -0.22, -0.69, 13.10, 52.16, 28.70
0.56, 0.35, -1.05, 32.48, 28.85, 32.12
0.69, 0.35, -0.20, 45.09, 12.71, 17.80
0.34, 0.99, 0.42, 38.44, -0.45, -0.57
0.07, 0.96, 0.49, 25.83, -5.99, -3.54
-0.02, 0.93, 0.08, 24.69, -5.96, 5.99
0.10, 0.94, -0.45, 29.16, -1.11, 18.20
0.48, 0.57, -0.81, 41.25, 19.25, 26.38
0.73, 0.34, -0.66, 49.57, 25.39, 15.77
0.85, 0.10, -0.43, 51.86, 29.80, 6.58
0.92, -0.21, 0.13, 49.94, 33.52, -11.43
0.61, -0.49, 0.52, 37.17, 29.97, -25.70
0.12, -0.22, 0.90, 19.57, 22.92, -31.60
-0.36, 0.02, 0.87, 5.46, 17.00, -28.58
-0.64, -0.21, 0.76, -7.21, 19.25, -22.41
-0.66, -0.30, 0.44, -12.56, 38.65, -16.33
-0.51, -1.11, -0.06, -6.90, 56.53, -3.25
-0.13, -0.91, -0.44, 4.25, 61.95, 9.22
0.34, -0.70, -0.71, 19.14, 60.31, 18.38
0.68, -0.38, -0.74, 33.14, 49.41, 24.29
0.91, 0.12, -0.31, 46.97, 31.35, 20.15
0.85, 0.47, 0.06, 48.99, 16.99, 13.17
0.68, 0.57, 0.13, 46.84, 7.81, 4.87
0.38, 0.83, 0.39, 39.66, -0.33, -1.15
0.12, 0.50, 0.88, 30.47, 1.42, -16.77
0.02, 0.39, 0.87, 26.48, 6.59, -23.49
-0.04, 0.16, 0.99, 25.23, 15.65, -28.30
0.09, 0.27, 0.96, 30.83, 13.75, -26.59
0.49, 0.48, 0.56, 45.40, 12.28, -14.45
0.72, 0.58, 0.46, 48.40, 20.24, -13.53
0.82, 0.33, 0.36, 48.12, 24.55, -15.55
0.90, 0.28, 0.36, 47.03, 27.72, -16.53
0.89, 0.02, 0.38, 43.95, 32.89, -20.45
0.77, -0.31, 0.49, 36.17, 39.11, -24.52
0.43, -0.63, 0.68, 23.57, 40.34, -30.20
0.13, -0.38, 0.70, 11.98, 36.83, -31.20
0.02, -0.53, 0.66, 3.61, 40.41, -27.95
0.00, -0.91, 0.39, 6.30, 52.50, -20.95
0.20, -1.08, -0.14, 15.78, 63.96, 1.48
0.54, -0.75, -0.53, 28.52, 60.10, 12.83
0.79, -0.24, -0.58, 41.17, 46.18, 20.21
0.83, 0.48, -0.48, 46.55, 24.77, 20.85
0.65, 0.69, 0.11, 46.22, 9.74, 13.22
0.61, 0.60, 0.29, 41.54, 1.89, -0.74
0.30, 0.62, 0.59, 36.27, -0.39, -10.34
0.13, 0.64, 0.78, 28.98, -0.42, -16.59
0.07, 0.66, 0.76, 27.98, -0.71, -17.20
0.03, 0.86, 0.42, 29.33, -5.32, -7.18
0.10, 0.93, -0.11, 32.26, -5.21, 7.09
0.33, 0.60, -0.75, 39.78, 7.74, 21.69
0.52, 0.32, -0.80, 45.19, 19.69, 23.22
0.73, -0.04, -0.68, 50.87, 25.48, 14.43
0.93, -0.22, -0.38, 52.97, 29.04, 1.79
0.82, -0.15, 0.38, 49.32, 26.43, -12.93
0.73, 0.05, 0.61, 39.26, 17.64, -22.88
0.48, 0.08, 0.97, 26.48, 16.97, -28.49
0.28, -0.09, 0.76, 20.36, 26.90, -31.87
0.01, -0.41, 0.88, 8.62, 34.23, -30.73
-0.12, -0.70, 1.07, 7.21, 39.82, -29.44
0.01, -1.06, 0.58, 9.96, 52.22, -23.32
0.40, -1.07, 0.13, 22.20, 59.78, -14.40
0.69, -0.45, -0.25, 35.96, 57.86, 1.50
0.78, -0.14, -0.55, 47.03, 44.89, 12.19
0.81, 0.31, -0.54, 49.16, 31.82, 15.63
0.67, 0.70, -0.24, 47.18, 13.65, 15.67
0.56, 0.76, -0.20, 45.09, 7.14, 13.61
0.34, 0.89, -0.03, 38.32, -0.85, 8.52
0.20, 0.93, -0.19, 34.61, -2.75, 10.24
0.16, 0.70, -0.86, 35.38, 7.52, 24.38
0.40, 0.00, -0.93, 40.30, 24.00, 27.22
0.55, -0.50, -0.67, 46.22, 38.57, 17.66
0.69, -0.64, -0.21, 48.69, 42.58, 4.85
0.59, -0.64, 0.15, 46.74, 41.39, -11.24
0.30, -0.44, 0.73, 36.19, 39.11, -24.93
-0.07, -0.44, 1.08, 25.18, 34.77, -31.14
-0.16, -0.17, 1.00, 16.54, 25.49, -33.59
0.15, -0.07, 1.10, 28.53, 18.96, -30.25
0.58, -0.09, 0.74, 43.73, 21.37, -21.74
0.80, 0.09, 0.61, 50.29, 20.28, -10.49
0.89, -0.16, 0.41, 52.82, 23.25, -0.37
0.87, 0.23, 0.10, 51.67, 19.49, 6.42
0.75, 0.55, -0.16, 47.20, 13.59, 14.21
0.40, 0.52, -0.57, 35.49, 12.63, 28.11
-0.14, 0.53, -0.74, 13.10, 22.01, 38.26
-0.56, 0.76, -0.48, -1.07, 3.41, 24.26
-0.57, 0.16, 0.63, -5.15, 10.86, -20.34
-0.20, -0.86, 0.32, 4.32, 50.85, -23.58
0.24, -1.00, -0.40, 21.28, 64.75, 2.43
0.21, -0.44, -0.83, 29.41, 52.23, 26.38
-0.20, -0.27, -0.87, 16.14, 48.51, 32.12
-0.37, -0.31, -0.83, 10.29, 46.34, 33.96
-0.23, -0.49, -0.80, 18.04, 52.84, 27.72
-0.05, -0.95, -0.60, 23.82, 62.11, 15.00
0.27, -0.93, 0.19, 34.66, 57.79, -8.08
0.56, -0.51, 0.61, 44.04, 40.78, -17.58
0.66, -0.10, 0.67, 46.62, 19.90, -15.71
0.63, 0.52, 0.42, 42.69, 3.27, -2.81
0.33, 0.96, -0.02, 32.04, -3.61, 12.18
-0.06, 0.90, -0.16, 17.43, -3.93, 20.50
-0.49, 0.89, -0.21, 3.56, -0.11, 20.91
-0.56, 0.80, 0.20, -4.83, 0.31, 12.13
-0.51, 0.57, 0.69, -2.66, 6.88, -17.99
-0.11, -0.27, 0.88, 5.63, 25.22, -30.75
0.26, -0.60, 0.85, 19.10, 39.78, -30.57
0.67, -0.64, 0.49, 38.68, 47.73, -17.37
0.62, -0.39, -0.75, 47.31, 46.95, 4.02
0.16, -0.06, -1.04, 35.84, 40.41, 28.76
-0.32, -0.24, -1.00, 13.67, 42.59, 34.96
-0.45, -0.45, -0.76, 9.50, 50.68, 29.83
-0.24, -0.79, -0.67, 18.87, 58.86, 21.19
0.27, -1.09, -0.06, 34.88, 59.23, 2.16
0.41, -0.84, 0.42, 40.21, 48.84, -15.10
0.55, -0.09, 0.79, 44.40, 23.71, -19.97
0.71, 0.45, 0.55, 48.14, 10.12, -4.54
0.80, 0.55, -0.28, 47.25, 18.44, 17.30
0.67, -0.09, -0.68, 41.93, 38.17, 24.06
0.52, -0.27, -0.73, 38.21, 47.29, 22.22
0.35, -0.37, -0.83, 32.19, 50.78, 24.01
0.01, -0.26, -0.84, 24.27, 50.46, 29.48
-0.39, 0.24, -0.83, 6.57, 30.48, 36.29
-0.40, 0.91, -0.07, 0.12, 1.45, 17.97
-0.29, 0.55, 0.76, 4.44, 3.93, -19.26
0.20, -0.30, 1.01, 17.94, 25.84, -32.51
0.64, -0.35, 0.83, 37.17, 28.89, -27.54
0.83, -0.43, 0.28, 49.21, 32.25, -12.85
0.84, -0.32, -0.35, 52.08, 29.77, 2.93
0.82, -0.16, -0.42, 52.17, 25.71, 8.68
0.72, -0.19, -0.65, 48.56, 25.07, 17.30
0.81, -0.40, -0.59, 46.70, 29.79, 19.21
0.89, -0.42, -0.23, 51.06, 32.48, 6.03
0.70, -0.44, 0.43, 45.59, 31.34, -16.64
0.13, -0.25, 0.99, 27.80, 27.87, -29.87
-0.32, -0.24, 0.81, 10.19, 30.07, -29.65
-0.42, -0.57, 0.88, 3.92, 31.73, -27.81
-0.51, -0.44, 0.71, 1.77, 33.02, -28.08
-0.31, -0.44, 0.85, 12.78, 41.02, -28.88
0.24, -0.73, 0.54, 31.58, 45.72, -23.93
0.72, -0.73, 0.02, 47.64, 45.10, -4.87
0.73, -0.51, -0.40, 50.32, 36.04, 12.54
0.56, -0.46, -0.79, 42.90, 30.38, 25.61
0.22, -0.01, -0.62, 32.60, 22.24, 33.25
-0.32, 0.28, -0.84, 15.03, 8.30, 31.27
-0.63, 0.72, -0.34, 3.36, -0.76, 18.81
-0.54, 0.91, 0.20, 7.32, -6.38, 4.66
0.01, 0.90, 0.26, 25.33, -6.48, -3.12
0.34, 0.89, 0.20, 36.17, -3.31, 2.58
0.20, 1.07, -0.30, 36.47, 1.22, 16.53
0.20, 0.78, -0.65, 36.16, 6.38, 21.75
0.53, -0.07, -0.84, 43.95, 18.01, 22.44
0.65, 0.06, -0.74, 49.28, 24.26, 18.01
0.92, -0.26, -0.07, 52.65, 27.54, 3.39
0.81, -0.40, 0.55, 49.41, 26.65, -12.98
0.38, 0.12, 0.84, 36.44, 14.33, -24.52
0.02, 0.12, 0.82, 27.17, 14.67, -28.52
-0.25, -0.05, 1.05, 15.61, 19.21, -31.14
-0.48, 0.05, 0.86, 4.58, 16.56, -27.29
-0.50, -0.01, 0.89, 4.87, 18.60, -29.30
-0.22, -0.04, 0.91, 16.13, 21.30, -32.42
0.28, 0.23, 1.09, 32.59, 12.89, -25.35
0.52, 0.35, 0.75, 44.89, 16.32, -17.47
0.62, -0.01, 0.79, 47.16, 26.56, -17.54
0.61, -0.11, 0.69, 46.06, 39.39, -13.54
0.44, -0.55, 0.41, 34.25, 55.02, -11.19
0.29, -0.10, 0.81, 28.39, 41.36, -26.45
0.40, 0.08, 0.88, 27.67, 35.75, -27.82
0.48, -0.03, 0.74, 28.53, 37.65, -27.12
0.63, -0.01, 0.77, 30.31, 32.50, -28.88
0.68, -0.02, 0.66, 32.68, 33.37, -27.33
0.65, -0.49, 0.55, 31.88, 41.72, -24.29
0.53, -0.47, 0.58, 28.21, 46.02, -25.90
0.19, -0.73, 0.67, 15.72, 47.62, -26.94
-0.11, -0.82, 0.62, 7.14, 46.72, -25.45
-0.23, -1.09, 0.18, 1.99, 51.05, -20.72
-0.36, -1.02, 0.09, -1.51, 57.04, -12.56
-0.59, -0.74, -0.06, -5.35, 58.54, -3.71
-0.71, -0.55, -0.68, -8.96, 55.04, 11.49
-0.85, -0.21, -0.63, -11.68, 45.24, 22.51
-0.87, 0.36, -0.20, -14.14, 25.77, 24.01
-0.81, 0.57, -0.08, -13.22, 10.69, 15.15
-0.42, 0.54, 0.49, 0.62, -2.56, -6.03
-0.04, 0.05, 0.90, 13.67, 14.50, -28.78
0.32, -0.37, 1.09, 22.83, 28.94, -31.77
0.41, -0.51, 0.74, 30.19, 36.65, -29.17
0.56, -0.53, 0.55, 36.84, 38.11, -24.61
0.71, -0.47, 0.43, 42.44, 33.98, -20.46
